transaction_id,customer_id,product_id,order_date,order_value,payment_method,device_type,discount_applied,shipping_delay_days,fraud_label
TXN0050982,CUST004121,PROD01225,2021-07-07,624.34,UPI,Mobile,0.14,5,0
TXN0050983,CUST009828,PROD00312,2023-04-23,427.73,Crypto,Tablet,0.19,2,0
TXN0050984,CUST018704,PROD00330,2022-03-12,341.37,UPI,Tablet,0.22,2,0
TXN0050985,CUST013155,PROD00536,2022-11-30,495.39,Crypto,Desktop,0.05,7,0
TXN0050986,CUST021528,PROD01181,2023-03-04,171.56,Crypto,Tablet,0.2,9,0
TXN0050987,CUST008858,PROD01901,2019-02-16,181.99,Crypto,Tablet,0.39,10,0
TXN0050988,CUST017582,PROD01002,2019-08-23,363.52,PayPal,Desktop,0.42,1,0
TXN0050989,CUST007278,PROD00916,2020-11-19,438.16,Crypto,Desktop,0.44,6,1
TXN0050990,CUST014731,PROD01230,2020-03-28,386.49,UPI,Mobile,0.01,0,0
TXN0050991,CUST017967,PROD00962,2022-09-15,46.24,PayPal,Mobile,0.39,5,0
TXN0050992,CUST006979,PROD01013,2023-06-14,326.14,Debit Card,Tablet,0.25,1,0
TXN0050993,CUST007932,PROD01814,2023-02-15,760.13,Credit Card,Desktop,0.1,5,0
TXN0050994,CUST008455,PROD01367,2021-04-11,196.73,Debit Card,Mobile,0.25,7,0
TXN0050995,CUST003503,PROD01645,2022-10-02,557.81,Crypto,Desktop,0.42,1,0
TXN0050996,CUST012216,PROD00026,2022-10-10,569.68,UPI,Desktop,0.22,2,0
TXN0050997,CUST013245,PROD01449,2023-07-28,295.03,PayPal,Tablet,0.5,5,0
TXN0050998,CUST002868,PROD01771,2020-07-04,234.01,Crypto,Desktop,0.31,7,0
TXN0050999,CUST002115,PROD01404,2022-10-11,46.92,Credit Card,Tablet,0.24,1,0
TXN0051000,CUST006765,PROD00829,2022-02-18,395.56,Credit Card,Mobile,0.15,2,0
TXN0051001,CUST019028,PROD00281,2021-11-02,17.85,Credit Card,Mobile,0.01,0,0
TXN0051002,CUST016487,PROD01835,2021-05-23,163.32,PayPal,Desktop,0.31,7,0
TXN0051003,CUST021753,PROD01681,2024-04-08,542.01,Debit Card,Mobile,0.29,2,0
TXN0051004,CUST006715,PROD00855,2023-03-15,40.68,UPI,Mobile,0.26,3,0
TXN0051005,CUST013337,PROD00882,2019-11-15,471.53,PayPal,Tablet,0.27,0,0
TXN0051006,CUST019486,PROD01222,2020-09-11,23.05,UPI,Desktop,0.42,1,0
TXN0051007,CUST019322,PROD01973,2020-01-22,827.11,Debit Card,Desktop,0.16,1,0
TXN0051008,CUST007467,PROD00490,2024-02-13,295.11,UPI,Mobile,0.28,0,0
TXN0051009,CUST015143,PROD00256,2022-05-24,377.55,Credit Card,Desktop,0.34,7,0
TXN0051010,CUST012364,PROD01344,2022-05-14,327.3,Debit Card,Mobile,0.1,9,0
TXN0051011,CUST024421,PROD01841,2019-12-14,450.98,UPI,Desktop,0.46,7,0
TXN0051012,CUST015841,PROD01808,2021-03-23,197.14,PayPal,Mobile,0.37,4,0
TXN0051013,CUST000657,PROD01591,2022-06-28,11.59,Credit Card,Mobile,0.03,7,0
TXN0051014,CUST008995,PROD00627,2023-01-18,171.6,Credit Card,Desktop,0.43,10,0
TXN0051015,CUST009121,PROD00526,2021-08-18,54.13,Debit Card,Desktop,0.46,10,0
TXN0051016,CUST010763,PROD01484,2021-06-29,439.33,Credit Card,Mobile,0.4,8,0
TXN0051017,CUST009420,PROD01856,2021-06-07,23.32,Crypto,Mobile,0.21,1,0
TXN0051018,CUST001178,PROD00577,2023-04-01,407.45,Credit Card,Desktop,0.5,6,0
TXN0051019,CUST009834,PROD01918,2020-05-04,751.59,Crypto,Desktop,0.06,9,0
TXN0051020,CUST011286,PROD00262,2022-03-01,254.75,Debit Card,Desktop,0.27,7,0
TXN0051021,CUST021366,PROD00373,2024-01-19,87.39,Credit Card,Mobile,0.09,3,0
TXN0051022,CUST020917,PROD00106,2022-10-13,544.04,Credit Card,Mobile,0.22,6,0
TXN0051023,CUST023900,PROD01935,2022-05-06,148.69,UPI,Desktop,0.46,7,0
TXN0051024,CUST012203,PROD01838,2020-11-19,556.87,Credit Card,Mobile,0.4,6,0
TXN0051025,CUST011118,PROD00450,2019-01-03,228.25,Crypto,Tablet,0.39,5,0
TXN0051026,CUST020062,PROD00269,2023-12-30,350.15,PayPal,Mobile,0.18,4,0
TXN0051027,CUST015746,PROD01864,2020-08-20,340.73,PayPal,Desktop,0.47,4,0
TXN0051028,CUST015535,PROD00771,2021-06-12,418.09,PayPal,Mobile,0.18,5,0
TXN0051029,CUST013921,PROD00656,2021-10-07,578.03,Debit Card,Mobile,0.02,9,0
TXN0051030,CUST019564,PROD00879,2023-11-03,485.85,PayPal,Tablet,0.32,10,0
TXN0051031,CUST008076,PROD01523,2021-03-18,213.13,Debit Card,Tablet,0.18,6,0
TXN0051032,CUST018222,PROD00781,2019-04-05,692.23,Crypto,Mobile,0.08,4,0
TXN0051033,CUST020929,PROD00338,2019-10-09,523.5,Crypto,Mobile,0.47,3,0
TXN0051034,CUST000499,PROD01645,2020-07-30,653.98,Crypto,Mobile,0.32,7,0
TXN0051035,CUST009425,PROD00316,2021-04-14,8.45,PayPal,Desktop,0.47,4,0
TXN0051036,CUST022706,PROD01624,2023-02-18,578.87,PayPal,Mobile,0.29,3,0
TXN0051037,CUST004935,PROD01288,2023-01-08,595.36,Debit Card,Tablet,0.03,7,0
TXN0051038,CUST001685,PROD00435,2023-02-28,56.14,PayPal,Mobile,0.01,7,0
TXN0051039,CUST000095,PROD00537,2020-04-25,130.65,UPI,Desktop,0.45,2,0
TXN0051040,CUST019248,PROD01254,2021-07-18,815.15,PayPal,Tablet,0.02,6,0
TXN0051041,CUST007923,PROD00865,2021-09-12,382.77,Debit Card,Mobile,0.31,0,0
TXN0051042,CUST020028,PROD00846,2019-01-01,709.72,Debit Card,Tablet,0.15,10,0
TXN0051043,CUST008018,PROD01693,2020-11-18,406.64,PayPal,Tablet,0.34,1,0
TXN0051044,CUST017471,PROD01958,2023-10-06,206.86,Credit Card,Tablet,0.14,5,0
TXN0051045,CUST010829,PROD00247,2020-11-30,433.1,PayPal,Desktop,0.02,9,0
TXN0051046,CUST013791,PROD01305,2021-09-23,7.15,UPI,Mobile,0.37,9,1
TXN0051047,CUST012483,PROD01727,2020-05-06,454.16,UPI,Tablet,0.16,7,0
TXN0051048,CUST024746,PROD01672,2022-05-11,458.75,Credit Card,Mobile,0.28,8,0
TXN0051049,CUST019939,PROD01265,2024-06-23,364.09,Credit Card,Desktop,0.39,8,0
TXN0051050,CUST010903,PROD00659,2019-09-30,196.45,UPI,Mobile,0.35,4,0
TXN0051051,CUST011726,PROD01328,2023-10-15,669.49,Credit Card,Tablet,0.17,10,0
TXN0051052,CUST016862,PROD01846,2021-03-26,68.54,Debit Card,Tablet,0.37,1,0
TXN0051053,CUST023573,PROD00585,2019-11-13,9.21,Credit Card,Desktop,0.46,5,0
TXN0051054,CUST013634,PROD00141,2020-07-18,554.83,UPI,Tablet,0.3,9,0
TXN0051055,CUST013388,PROD01298,2022-08-03,346.87,UPI,Tablet,0.35,3,0
TXN0051056,CUST010110,PROD00723,2021-08-03,362.5,PayPal,Tablet,0.43,5,0
TXN0051057,CUST011404,PROD01975,2022-07-06,103.77,Credit Card,Tablet,0.42,7,0
TXN0051058,CUST012156,PROD00357,2019-08-31,293.44,PayPal,Desktop,0.18,0,0
TXN0051059,CUST021292,PROD01785,2023-02-05,145.53,Debit Card,Desktop,0.5,1,0
TXN0051060,CUST000808,PROD01794,2023-06-23,239.68,UPI,Mobile,0.01,6,0
TXN0051061,CUST002292,PROD00270,2020-09-25,472.23,Crypto,Mobile,0.49,9,0
TXN0051062,CUST009314,PROD01625,2021-09-18,176.62,Crypto,Tablet,0.12,9,0
TXN0051063,CUST018852,PROD01088,2019-09-16,398.01,Credit Card,Desktop,0.22,0,0
TXN0051064,CUST017461,PROD01486,2020-05-03,36.02,Debit Card,Mobile,0.44,9,0
TXN0051065,CUST022871,PROD01286,2020-11-14,71.65,Debit Card,Tablet,0.12,1,0
TXN0051066,CUST012204,PROD00514,2019-05-28,469.51,Crypto,Desktop,0.11,8,1
TXN0051067,CUST022828,PROD00369,2019-01-27,676.55,PayPal,Desktop,0.32,1,0
TXN0051068,CUST021368,PROD01901,2024-03-27,193.92,Crypto,Mobile,0.35,9,1
TXN0051069,CUST020131,PROD00810,2023-11-11,956.14,Crypto,Tablet,0.0,3,0
TXN0051070,CUST015870,PROD01000,2020-12-24,241.19,Debit Card,Tablet,0.23,2,0
TXN0051071,CUST006487,PROD00811,2022-05-22,459.75,Crypto,Mobile,0.24,2,0
TXN0051072,CUST019443,PROD00336,2024-06-15,568.02,UPI,Mobile,0.14,3,0
TXN0051073,CUST023575,PROD01952,2024-01-02,631.06,UPI,Mobile,0.27,3,0
TXN0051074,CUST003747,PROD01617,2022-12-23,703.52,PayPal,Tablet,0.08,0,0
TXN0051075,CUST003072,PROD00060,2024-02-08,327.43,Credit Card,Tablet,0.16,1,0
TXN0051076,CUST021296,PROD01489,2022-10-24,433.33,PayPal,Mobile,0.36,5,0
TXN0051077,CUST015481,PROD01313,2021-05-12,235.26,PayPal,Desktop,0.44,4,0
TXN0051078,CUST006270,PROD01714,2022-05-28,662.36,Crypto,Mobile,0.29,1,0
TXN0051079,CUST000706,PROD00861,2019-12-14,122.22,PayPal,Tablet,0.04,5,0
TXN0051080,CUST005336,PROD00306,2022-08-13,289.71,PayPal,Desktop,0.34,9,0
TXN0051081,CUST021883,PROD01549,2019-06-25,388.59,Crypto,Tablet,0.45,0,0
TXN0051082,CUST023196,PROD01564,2019-08-01,731.92,Credit Card,Mobile,0.25,10,0
TXN0051083,CUST000946,PROD00592,2019-09-02,716.67,Debit Card,Mobile,0.25,3,0
TXN0051084,CUST008988,PROD00096,2019-08-25,20.38,Debit Card,Tablet,0.5,9,0
TXN0051085,CUST010185,PROD00904,2019-04-28,201.85,Credit Card,Mobile,0.32,8,0
TXN0051086,CUST004493,PROD01649,2023-03-31,476.98,Credit Card,Mobile,0.4,3,0
TXN0051087,CUST017624,PROD01083,2019-12-15,341.77,Credit Card,Mobile,0.32,5,0
TXN0051088,CUST011554,PROD01011,2019-09-21,180.67,PayPal,Desktop,0.11,1,0
TXN0051089,CUST009641,PROD01871,2020-08-03,70.16,Debit Card,Desktop,0.14,3,0
TXN0051090,CUST022738,PROD01349,2021-11-10,277.47,Credit Card,Tablet,0.33,5,0
TXN0051091,CUST002213,PROD00555,2020-12-07,708.25,UPI,Mobile,0.23,8,0
TXN0051092,CUST020814,PROD00641,2021-02-12,557.71,Crypto,Desktop,0.2,9,0
TXN0051093,CUST021847,PROD00629,2023-12-30,162.63,UPI,Desktop,0.01,4,0
TXN0051094,CUST005331,PROD01740,2022-07-31,416.45,UPI,Desktop,0.44,6,0
TXN0051095,CUST005732,PROD01243,2023-04-16,37.24,Crypto,Mobile,0.44,1,0
TXN0051096,CUST017110,PROD01514,2021-08-13,71.11,Credit Card,Mobile,0.23,1,0
TXN0051097,CUST019096,PROD00839,2024-03-16,408.5,UPI,Tablet,0.35,2,0
TXN0051098,CUST013329,PROD00450,2019-07-27,340.5,PayPal,Desktop,0.09,5,0
TXN0051099,CUST012708,PROD00147,2019-02-01,530.78,UPI,Mobile,0.25,9,0
TXN0051100,CUST022650,PROD01685,2024-02-20,148.08,Credit Card,Desktop,0.22,7,0
TXN0051101,CUST015731,PROD00623,2022-08-08,32.13,Credit Card,Desktop,0.33,9,0
TXN0051102,CUST011356,PROD01020,2019-12-22,62.82,UPI,Mobile,0.23,3,0
TXN0051103,CUST014626,PROD01124,2021-04-05,522.13,Crypto,Tablet,0.25,5,0
TXN0051104,CUST007221,PROD00432,2022-03-23,587.37,Crypto,Mobile,0.15,6,0
TXN0051105,CUST017978,PROD01043,2022-09-08,661.02,Debit Card,Mobile,0.02,2,0
TXN0051106,CUST024304,PROD00788,2019-06-25,229.46,Debit Card,Tablet,0.46,10,0
TXN0051107,CUST014750,PROD01859,2022-08-06,642.62,PayPal,Tablet,0.01,3,0
TXN0051108,CUST013503,PROD00758,2019-08-28,333.33,Credit Card,Tablet,0.14,2,0
TXN0051109,CUST014444,PROD00890,2020-12-16,509.64,Crypto,Mobile,0.22,1,0
TXN0051110,CUST020418,PROD00008,2020-12-13,120.79,Credit Card,Desktop,0.16,1,0
TXN0051111,CUST006742,PROD00898,2024-01-29,429.96,UPI,Tablet,0.28,3,0
TXN0051112,CUST009547,PROD01940,2021-02-07,448.8,Debit Card,Mobile,0.23,7,0
TXN0051113,CUST021829,PROD01572,2023-05-04,655.41,Crypto,Desktop,0.13,2,0
TXN0051114,CUST014580,PROD00881,2020-11-27,289.5,Debit Card,Mobile,0.04,1,0
TXN0051115,CUST016722,PROD01816,2023-11-18,188.88,PayPal,Mobile,0.07,3,0
TXN0051116,CUST019730,PROD01735,2022-11-28,489.87,Debit Card,Tablet,0.24,0,0
TXN0051117,CUST009643,PROD01360,2021-07-13,162.13,UPI,Mobile,0.42,2,0
TXN0051118,CUST009296,PROD01971,2021-04-29,388.83,PayPal,Tablet,0.05,0,0
TXN0051119,CUST010735,PROD01606,2020-05-02,617.18,Crypto,Desktop,0.34,7,0
TXN0051120,CUST020680,PROD01308,2022-06-18,241.93,PayPal,Tablet,0.4,9,0
TXN0051121,CUST024032,PROD00229,2020-12-21,799.57,Debit Card,Desktop,0.14,0,0
TXN0051122,CUST020131,PROD00654,2021-06-28,527.1,Credit Card,Tablet,0.33,3,0
TXN0051123,CUST003731,PROD00317,2020-09-18,577.18,PayPal,Mobile,0.34,6,0
TXN0051124,CUST016120,PROD01781,2023-07-23,527.56,Credit Card,Tablet,0.35,0,0
TXN0051125,CUST000006,PROD01725,2022-07-29,14.25,Credit Card,Mobile,0.45,0,0
TXN0051126,CUST018975,PROD01408,2020-03-08,492.46,Crypto,Mobile,0.2,7,0
TXN0051127,CUST022162,PROD00450,2020-10-14,329.28,UPI,Mobile,0.12,5,0
TXN0051128,CUST006255,PROD00160,2021-12-04,405.95,UPI,Mobile,0.27,10,0
TXN0051129,CUST021294,PROD01743,2023-05-22,567.83,Credit Card,Mobile,0.03,4,1
TXN0051130,CUST009677,PROD01647,2023-10-28,633.59,Debit Card,Desktop,0.17,7,0
TXN0051131,CUST011771,PROD00961,2021-12-12,187.55,Debit Card,Tablet,0.44,9,0
TXN0051132,CUST015889,PROD00536,2024-05-03,380.67,PayPal,Tablet,0.27,1,0
TXN0051133,CUST023584,PROD01414,2019-11-05,261.07,PayPal,Tablet,0.22,4,0
TXN0051134,CUST002494,PROD01783,2024-03-16,16.64,Credit Card,Desktop,0.13,9,0
TXN0051135,CUST001698,PROD00160,2023-04-13,483.8,UPI,Desktop,0.13,1,1
TXN0051136,CUST011935,PROD00322,2023-07-11,345.27,UPI,Desktop,0.12,6,0
TXN0051137,CUST024921,PROD00036,2019-12-06,149.3,PayPal,Mobile,0.41,10,0
TXN0051138,CUST017561,PROD00209,2023-10-19,316.28,UPI,Mobile,0.49,0,0
TXN0051139,CUST009310,PROD01233,2019-10-08,702.03,Crypto,Tablet,0.27,5,0
TXN0051140,CUST014401,PROD01356,2020-01-18,103.04,Debit Card,Tablet,0.04,6,0
TXN0051141,CUST019502,PROD00516,2023-11-02,301.4,UPI,Desktop,0.38,6,0
TXN0051142,CUST002247,PROD01726,2024-04-14,457.84,UPI,Tablet,0.44,4,0
TXN0051143,CUST010077,PROD01510,2022-01-19,484.14,Crypto,Tablet,0.47,3,0
TXN0051144,CUST010189,PROD00619,2024-02-03,634.34,Crypto,Mobile,0.31,10,0
TXN0051145,CUST009217,PROD01922,2020-01-14,134.18,UPI,Desktop,0.25,8,0
TXN0051146,CUST019671,PROD01923,2024-04-11,177.03,Debit Card,Desktop,0.31,1,0
TXN0051147,CUST020943,PROD01615,2022-04-27,352.01,Debit Card,Desktop,0.01,0,0
TXN0051148,CUST007233,PROD00035,2023-09-22,212.91,UPI,Desktop,0.33,0,1
TXN0051149,CUST018213,PROD01760,2022-01-26,218.45,Crypto,Tablet,0.35,9,0
TXN0051150,CUST020774,PROD00637,2020-02-29,211.39,Debit Card,Desktop,0.36,0,1
TXN0051151,CUST015083,PROD00008,2022-11-28,103.54,Crypto,Tablet,0.28,10,0
TXN0051152,CUST014907,PROD01901,2023-08-09,193.92,Credit Card,Mobile,0.35,10,0
TXN0051153,CUST001883,PROD01319,2020-10-09,160.02,Debit Card,Tablet,0.32,7,0
TXN0051154,CUST013497,PROD01626,2023-10-11,605.91,PayPal,Tablet,0.06,6,0
TXN0051155,CUST003956,PROD01937,2021-09-07,347.35,PayPal,Tablet,0.45,4,0
TXN0051156,CUST023443,PROD00809,2024-04-18,202.03,PayPal,Mobile,0.31,0,0
TXN0051157,CUST019724,PROD00236,2019-08-09,633.61,UPI,Desktop,0.36,0,0
TXN0051158,CUST000201,PROD01291,2023-03-22,330.57,Credit Card,Tablet,0.17,9,0
TXN0051159,CUST008642,PROD01678,2019-08-27,288.8,UPI,Tablet,0.46,6,0
TXN0051160,CUST004999,PROD00553,2023-02-21,417.02,Credit Card,Mobile,0.25,7,0
TXN0051161,CUST012940,PROD01968,2023-09-04,359.85,Debit Card,Mobile,0.34,2,0
TXN0051162,CUST004313,PROD01375,2022-01-05,363.66,UPI,Desktop,0.48,3,0
TXN0051163,CUST011307,PROD00748,2022-04-09,21.33,Debit Card,Mobile,0.46,5,0
TXN0051164,CUST008605,PROD00981,2021-05-26,182.92,PayPal,Desktop,0.32,1,0
TXN0051165,CUST006123,PROD01847,2024-02-26,488.11,Crypto,Mobile,0.08,0,0
TXN0051166,CUST006978,PROD01150,2020-06-01,372.59,Credit Card,Tablet,0.48,6,0
TXN0051167,CUST001576,PROD00517,2019-05-12,24.58,Crypto,Mobile,0.49,2,0
TXN0051168,CUST021644,PROD00736,2022-09-14,872.57,UPI,Mobile,0.05,3,0
TXN0051169,CUST017876,PROD00886,2019-08-14,322.95,UPI,Tablet,0.23,2,0
TXN0051170,CUST002367,PROD01057,2024-06-14,558.9,Debit Card,Desktop,0.27,5,0
TXN0051171,CUST013277,PROD00541,2022-12-05,444.49,Crypto,Mobile,0.05,3,0
TXN0051172,CUST004023,PROD00923,2020-11-28,484.13,PayPal,Desktop,0.09,2,0
TXN0051173,CUST005679,PROD00975,2019-04-08,596.92,Credit Card,Desktop,0.27,7,0
TXN0051174,CUST010541,PROD01609,2019-12-01,284.35,Debit Card,Mobile,0.48,6,0
TXN0051175,CUST010704,PROD00428,2023-02-24,696.91,Credit Card,Desktop,0.01,9,0
TXN0051176,CUST009676,PROD01678,2019-11-09,288.8,UPI,Tablet,0.46,5,0
TXN0051177,CUST005638,PROD00661,2019-05-29,104.59,PayPal,Desktop,0.45,7,0
TXN0051178,CUST003193,PROD00759,2022-02-10,541.94,Credit Card,Tablet,0.43,9,1
TXN0051179,CUST012703,PROD01961,2024-03-02,168.67,PayPal,Mobile,0.19,1,0
TXN0051180,CUST002577,PROD01673,2019-08-24,34.72,Crypto,Desktop,0.25,6,1
TXN0051181,CUST010724,PROD00439,2019-02-21,364.05,Debit Card,Tablet,0.2,10,0
TXN0051182,CUST015258,PROD01288,2021-12-22,325.3,Credit Card,Mobile,0.47,10,0
TXN0051183,CUST017153,PROD01823,2023-07-08,576.34,Crypto,Mobile,0.26,8,0
TXN0051184,CUST024575,PROD00580,2023-05-30,190.7,Crypto,Tablet,0.04,4,0
TXN0051185,CUST023983,PROD01701,2020-01-08,388.57,Credit Card,Desktop,0.14,6,0
TXN0051186,CUST004756,PROD00708,2023-06-23,390.91,Credit Card,Mobile,0.23,0,0
TXN0051187,CUST011454,PROD00736,2020-11-10,477.61,Credit Card,Mobile,0.48,8,0
TXN0051188,CUST006655,PROD01539,2019-06-27,181.66,Crypto,Mobile,0.28,8,0
TXN0051189,CUST008311,PROD01063,2023-02-27,234.07,Credit Card,Tablet,0.35,10,0
TXN0051190,CUST001193,PROD01652,2021-03-19,648.37,PayPal,Mobile,0.04,6,0
TXN0051191,CUST001587,PROD00520,2019-04-19,231.82,PayPal,Mobile,0.44,7,0
TXN0051192,CUST013200,PROD00596,2023-12-30,653.82,PayPal,Desktop,0.27,2,0
TXN0051193,CUST023092,PROD00180,2021-03-12,135.6,UPI,Mobile,0.46,1,0
TXN0051194,CUST009899,PROD01576,2020-12-20,4.08,Crypto,Tablet,0.22,5,0
TXN0051195,CUST005856,PROD00747,2021-03-08,55.16,UPI,Mobile,0.34,0,0
TXN0051196,CUST020507,PROD00243,2019-03-29,109.49,PayPal,Tablet,0.24,8,0
TXN0051197,CUST010689,PROD00338,2020-06-24,918.59,PayPal,Mobile,0.07,9,0
TXN0051198,CUST009425,PROD01877,2019-11-07,471.92,Crypto,Tablet,0.14,10,1
TXN0051199,CUST009754,PROD00221,2020-08-05,348.54,Crypto,Tablet,0.03,6,0
TXN0051200,CUST008402,PROD00308,2020-02-06,382.19,Credit Card,Tablet,0.22,7,0
TXN0051201,CUST011863,PROD00759,2022-07-19,646.53,Crypto,Desktop,0.32,5,0
TXN0051202,CUST019687,PROD01594,2020-07-28,208.91,PayPal,Desktop,0.12,1,0
TXN0051203,CUST012924,PROD01510,2022-05-07,685.11,PayPal,Mobile,0.25,5,0
TXN0051204,CUST007810,PROD01044,2023-03-15,646.26,Debit Card,Desktop,0.23,5,0
TXN0051205,CUST012882,PROD01880,2021-06-22,614.04,PayPal,Mobile,0.27,6,0
TXN0051206,CUST019529,PROD01931,2022-01-28,244.64,PayPal,Tablet,0.09,7,0
TXN0051207,CUST008423,PROD01007,2022-09-08,53.3,Crypto,Mobile,0.27,2,0
TXN0051208,CUST004635,PROD01055,2019-01-09,249.72,PayPal,Tablet,0.18,2,0
TXN0051209,CUST009252,PROD00677,2022-04-30,223.81,PayPal,Mobile,0.14,5,0
TXN0051210,CUST017436,PROD01926,2023-01-29,268.69,UPI,Tablet,0.29,8,0
TXN0051211,CUST019184,PROD00860,2021-10-22,563.1,PayPal,Desktop,0.07,3,0
TXN0051212,CUST015135,PROD00421,2019-09-04,149.96,PayPal,Tablet,0.45,9,0
TXN0051213,CUST017139,PROD00913,2023-01-14,525.43,PayPal,Desktop,0.47,8,0
TXN0051214,CUST011522,PROD00303,2020-10-27,548.3,Crypto,Mobile,0.33,10,0
TXN0051215,CUST006892,PROD00234,2023-01-04,411.17,PayPal,Mobile,0.15,7,0
TXN0051216,CUST008723,PROD01417,2020-02-09,404.77,Credit Card,Mobile,0.31,2,0
TXN0051217,CUST013075,PROD00729,2020-05-25,458.43,UPI,Desktop,0.3,8,0
TXN0051218,CUST005246,PROD01481,2019-03-17,699.95,Crypto,Tablet,0.2,5,0
TXN0051219,CUST010668,PROD01036,2024-01-12,376.02,UPI,Tablet,0.14,8,0
TXN0051220,CUST000026,PROD00522,2019-01-14,256.16,Credit Card,Mobile,0.08,9,0
TXN0051221,CUST010526,PROD01854,2022-01-21,570.41,Debit Card,Mobile,0.11,7,0
TXN0051222,CUST003686,PROD00546,2020-06-09,159.77,Credit Card,Desktop,0.33,7,0
TXN0051223,CUST007314,PROD01674,2019-03-01,480.84,Debit Card,Desktop,0.44,9,0
TXN0051224,CUST015491,PROD01982,2024-06-11,712.8,UPI,Tablet,0.19,0,0
TXN0051225,CUST024973,PROD00852,2019-03-06,891.07,UPI,Desktop,0.06,10,0
TXN0051226,CUST005950,PROD00252,2021-03-19,334.85,Debit Card,Desktop,0.01,7,0
TXN0051227,CUST003263,PROD01818,2020-06-27,194.05,PayPal,Tablet,0.2,10,0
TXN0051228,CUST004137,PROD00211,2020-05-19,629.01,UPI,Tablet,0.12,5,0
TXN0051229,CUST018065,PROD01676,2024-01-28,445.16,UPI,Mobile,0.16,9,0
TXN0051230,CUST012017,PROD01346,2023-05-23,869.86,Debit Card,Desktop,0.12,6,0
TXN0051231,CUST003776,PROD01728,2022-08-06,556.38,Debit Card,Tablet,0.33,4,0
TXN0051232,CUST011342,PROD01116,2023-03-02,488.12,Debit Card,Mobile,0.32,0,0
TXN0051233,CUST020091,PROD00767,2019-11-29,60.74,Credit Card,Mobile,0.46,2,0
TXN0051234,CUST005453,PROD01399,2022-02-23,403.7,Credit Card,Mobile,0.35,4,0
TXN0051235,CUST012877,PROD00648,2021-04-18,310.56,Crypto,Tablet,0.08,4,0
TXN0051236,CUST021773,PROD01422,2023-12-17,242.01,UPI,Mobile,0.38,7,0
TXN0051237,CUST004132,PROD01752,2019-04-23,79.91,Debit Card,Desktop,0.09,9,0
TXN0051238,CUST015570,PROD00800,2020-06-24,21.83,PayPal,Desktop,0.28,2,0
TXN0051239,CUST017523,PROD00014,2022-01-08,425.23,Credit Card,Tablet,0.04,8,0
TXN0051240,CUST004531,PROD00827,2021-01-06,126.62,Debit Card,Tablet,0.02,6,0
TXN0051241,CUST021192,PROD01654,2023-12-07,577.98,PayPal,Desktop,0.23,1,0
TXN0051242,CUST003134,PROD01637,2020-05-20,705.72,PayPal,Desktop,0.05,7,0
TXN0051243,CUST012451,PROD01673,2024-04-12,39.35,Credit Card,Desktop,0.15,7,0
TXN0051244,CUST020522,PROD00250,2020-02-09,453.05,Credit Card,Tablet,0.17,10,0
TXN0051245,CUST019411,PROD01858,2022-09-14,43.37,Credit Card,Desktop,0.38,0,1
TXN0051246,CUST018432,PROD00232,2021-07-11,204.35,Credit Card,Tablet,0.17,9,0
TXN0051247,CUST007449,PROD01785,2020-02-15,218.3,PayPal,Tablet,0.25,4,0
TXN0051248,CUST016854,PROD01526,2023-12-10,192.78,Credit Card,Desktop,0.39,5,0
TXN0051249,CUST014152,PROD01566,2020-09-25,792.47,Debit Card,Tablet,0.1,9,0
TXN0051250,CUST009091,PROD00900,2020-08-22,189.18,UPI,Mobile,0.4,9,0
TXN0051251,CUST006740,PROD00440,2021-06-15,425.1,PayPal,Tablet,0.42,9,0
TXN0051252,CUST015206,PROD01339,2023-06-10,328.08,UPI,Desktop,0.49,9,0
TXN0051253,CUST009283,PROD01478,2022-08-01,428.37,Crypto,Desktop,0.22,4,0
TXN0051254,CUST009298,PROD01714,2022-10-16,755.65,PayPal,Tablet,0.19,10,1
TXN0051255,CUST020784,PROD01730,2021-10-08,238.28,UPI,Desktop,0.35,2,0
TXN0051256,CUST014630,PROD00419,2019-06-09,666.53,Debit Card,Desktop,0.03,2,0
TXN0051257,CUST023962,PROD01148,2022-12-21,519.44,UPI,Mobile,0.02,4,0
TXN0051258,CUST021074,PROD00381,2019-12-21,685.21,Credit Card,Tablet,0.17,10,0
TXN0051259,CUST017785,PROD00530,2020-09-17,260.67,Crypto,Tablet,0.36,9,0
TXN0051260,CUST022995,PROD00792,2023-01-22,406.81,UPI,Tablet,0.06,0,0
TXN0051261,CUST008647,PROD01822,2023-06-20,217.82,UPI,Tablet,0.32,5,0
TXN0051262,CUST016387,PROD00359,2021-09-03,859.37,Debit Card,Mobile,0.13,7,0
TXN0051263,CUST015227,PROD00007,2021-10-12,291.31,PayPal,Desktop,0.33,1,0
TXN0051264,CUST011440,PROD00279,2022-08-05,385.68,PayPal,Desktop,0.23,4,0
TXN0051265,CUST013994,PROD00772,2023-12-29,661.52,Credit Card,Mobile,0.06,10,0
TXN0051266,CUST003425,PROD01079,2021-06-10,346.79,Credit Card,Desktop,0.12,5,0
TXN0051267,CUST022397,PROD01434,2019-01-31,531.95,Crypto,Mobile,0.11,0,0
TXN0051268,CUST019031,PROD01680,2022-01-14,892.37,Credit Card,Tablet,0.08,5,0
TXN0051269,CUST021446,PROD01124,2023-07-27,536.05,UPI,Tablet,0.23,1,0
TXN0051270,CUST022989,PROD00903,2024-04-28,64.8,Credit Card,Desktop,0.48,4,0
